,id,date,activity_mean,circumplex.arousal_mean,circumplex.valence_mean,mood_mean,appCat.builtin_sum,appCat.communication_sum,appCat.entertainment_sum,appCat.finance_sum,appCat.game_sum,appCat.office_sum,appCat.other_sum,appCat.social_sum,appCat.travel_sum,appCat.unknown_sum,appCat.utilities_sum,appCat.weather_sum,call_sum,screen_sum,sms_sum,day,weekDay,activity_mean_time_1,circumplex.arousal_mean_time_1,circumplex.valence_mean_time_1,appCat.builtin_sum_time_1,appCat.communication_sum_time_1,appCat.entertainment_sum_time_1,appCat.finance_sum_time_1,appCat.game_sum_time_1,appCat.other_sum_time_1,appCat.social_sum_time_1,appCat.travel_sum_time_1,appCat.unknown_sum_time_1,appCat.utilities_sum_time_1,appCat.weather_sum_time_1,call_sum_time_1,screen_sum_time_1,sms_sum_time_1,activity_mean_time_2,circumplex.arousal_mean_time_2,circumplex.valence_mean_time_2,mood_mean_time_2,appCat.builtin_sum_time_2,appCat.communication_sum_time_2,appCat.entertainment_sum_time_2,appCat.finance_sum_time_2,appCat.game_sum_time_2,appCat.office_sum_time_2,appCat.other_sum_time_2,appCat.social_sum_time_2,appCat.travel_sum_time_2,appCat.unknown_sum_time_2,appCat.utilities_sum_time_2,appCat.weather_sum_time_2,call_sum_time_2,screen_sum_time_2,sms_sum_time_2,activity_mean_time_3,circumplex.arousal_mean_time_3,circumplex.valence_mean_time_3,mood_mean_time_3,appCat.builtin_sum_time_3,appCat.communication_sum_time_3,appCat.entertainment_sum_time_3,appCat.finance_sum_time_3,appCat.game_sum_time_3,appCat.office_sum_time_3,appCat.other_sum_time_3,appCat.social_sum_time_3,appCat.travel_sum_time_3,appCat.unknown_sum_time_3,appCat.utilities_sum_time_3,appCat.weather_sum_time_3,call_sum_time_3,screen_sum_time_3,sms_sum_time_3,activity_mean_time_4,circumplex.arousal_mean_time_4,circumplex.valence_mean_time_4,mood_mean_time_4,appCat.builtin_sum_time_4,appCat.communication_sum_time_4,appCat.entertainment_sum_time_4,appCat.finance_sum_time_4,appCat.game_sum_time_4,appCat.office_sum_time_4,appCat.other_sum_time_4,appCat.social_sum_time_4,appCat.travel_sum_time_4,appCat.unknown_sum_time_4,appCat.utilities_sum_time_4,appCat.weather_sum_time_4,call_sum_time_4,screen_sum_time_4,sms_sum_time_4,activity_mean_time_5,circumplex.arousal_mean_time_5,circumplex.valence_mean_time_5,mood_mean_time_5,appCat.builtin_sum_time_5,appCat.communication_sum_time_5,appCat.entertainment_sum_time_5,appCat.finance_sum_time_5,appCat.game_sum_time_5,appCat.office_sum_time_5,appCat.other_sum_time_5,appCat.social_sum_time_5,appCat.travel_sum_time_5,appCat.unknown_sum_time_5,appCat.utilities_sum_time_5,appCat.weather_sum_time_5,call_sum_time_5,screen_sum_time_5,sms_sum_time_5,lastTimeSeenMood_1,lastTimeSeenMood_2,lastTimeSeenMood_3,numberOfTimesSeenMood5Days_3,lastTimeSeenMood_4,numberOfTimesSeenMood5Days_4,lastTimeSeenMood_5,numberOfTimesSeenMood5Days_5,lastTimeSeenMood_6,numberOfTimesSeenMood5Days_6,lastTimeSeenMood_7,numberOfTimesSeenMood5Days_7,lastTimeSeenMood_8,numberOfTimesSeenMood5Days_8,lastTimeSeenMood_9,numberOfTimesSeenMood5Days_9,mood_mean_TARGET,AS14.01,AS14.02,AS14.03,AS14.05,AS14.06,AS14.07,AS14.08,AS14.09,AS14.12,AS14.13,AS14.14,AS14.15,AS14.16,AS14.17,AS14.19,AS14.20,AS14.23,AS14.24,AS14.25,AS14.26,AS14.27,AS14.28,AS14.29,AS14.30,AS14.31,AS14.32,AS14.33,day__0.0,day__0.16666666666666666,day__0.3333333333333333,day__0.5,day__0.6666666666666666,day__0.8333333333333334,day__1.0
178,AS14.20,31-03-14,0.02207815,0.7,0.630769231,7,0,0.000999529,0,0,0,0,0,0,0,0,0,0,0.032258065,0.000572145,0.176470588,0.375,0,0.02207815,0.7,0.630769231,0,0.000999529,1.98E-19,0,0,3.28E-18,0,0,0,0,0,0.032258065,0.000572145,0.176470588,0.400458989,0.828571429,0.678571429,0.644670051,0.00053957,0.013966364,0,0,0,0,0,0.010861226,0,0.265225238,0,0,0.020408163,0.018028255,0.208333333,0.386421781,0.875862069,0.753246753,0.662251656,0.00341098,0.012026214,0,0,0.034551577,0,0.020808236,0.010745782,0,0.243157556,0,0,0.092592593,0.023447947,0.166666667,0.294240109,0.836206897,0.616541353,0.581705151,0.011534624,0.011854064,0,0,0.03427538,0,0.015814615,0.010736808,0,0.2259627,0,0,0.086206897,0.025855586,0.128205128,0.268661738,0.823298429,0.607809847,0.557634731,0.016192016,0.012576298,0.00091764,0,0.05873515,0,0.013869617,0.016715477,0,0.220778124,0,0,0.076923077,0.037346747,0.108695652,0.3,0.3,0.306930693,0,0.31,0,0.360465116,0,0.038461538,0.121212121,0,0.177777778,0.392405063,0,0.306930693,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
179,AS14.15,31-03-14,0,0.55,0.692307692,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0.387096774,0,0.411764706,0.375,0,0,0.55,0.692307692,0,2.47E-17,0,0,0,0,0,0,0,0,0,0.387096774,0,0.411764706,0.25786787,0.485714286,0.714285714,0.654822335,0.014302259,0.009793881,0,0,0,0,2.63E-18,0.005173495,0,0,0,0,0.346938776,0.022563745,0.291666667,0.421349403,0.4,0.753246753,0.642384106,0.016809337,0.008141309,0,0,0,0.000254594,0.001704318,0.006746574,0,0,0,0,0.5,0.018356501,0.233333333,0.329377573,0.5,0.729323308,0.61634103,0.027285182,0.026191299,0,0,0,0.000250135,0.002066422,0.006740941,0,0,0.011036258,0,0.603448276,0.035462447,0.179487179,0.272718451,0.57591623,0.735144312,0.586826347,0.028130504,0.02343367,0,0,0,0.000243207,0.001812278,0.005944201,0,0,0.010776053,0,0.723076923,0.031850541,0.152173913,0.4,0.4,0.405940594,0,0.41,0,0.476744186,0,0.179487179,0.121212121,0,0.311111111,0.518987342,0,0.405940594,0,7.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,AS14.13,01-04-14,0.774940132,0.125,0.692307692,7.5,0.079754757,0.20478582,0.019658133,0,0,0,0.031404235,0.137153136,0,0.004791343,0,0,0.096774194,0.207001278,0.176470588,0.383928571,0.166666667,0.774940132,0.125,0.692307692,0.079754757,0.20478582,0.019658133,0,0,0.031404235,0.137153136,0,0.004791343,0,0,0.096774194,0.207001278,0.176470588,0.74540207,0.185714286,0.642857143,0.644670051,0.091235169,0.209066857,0.045510737,0,0,0,0.0389618,0.160912893,0,0.004366795,0,0,0.081632653,0.27294185,0.125,0.612633924,0.244827586,0.701298701,0.582781457,0.089396923,0.352930532,0.054211737,0,0,0,0.291476187,0.162317216,1.98E-17,0.004003462,0,0,0.074074074,0.32599368,0.1,0.642790798,0.112068966,0.684210526,0.568383659,0.083118529,0.37068479,0.06557114,0,0,0,0.222148991,0.183496755,1.92E-17,0.003720358,0.010067848,0,0.068965517,0.349692704,0.076923077,0.679619157,0.065445026,0.714770798,0.573353293,0.117518141,0.418384248,0.100511917,0,0,0.000897815,0.214019568,0.248237379,0.019387152,0.003634997,0.009830475,0,0.061538462,0.449865546,0.065217391,0.38,0.38,0.386138614,0,0.39,0,0.453488372,0,0.025641026,0.151515152,0,0.266666667,0.075949367,0.214285714,0.386138614,0,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,AS14.06,01-04-14,0.398914408,0.5,0.615384615,7.75,0.033515726,0.194737675,0.021580713,0,0.066703754,0,0.013092729,0.073956302,0,0,0,0,0.096774194,0.231213284,0,0.383928571,0.166666667,0.398914408,0.5,0.615384615,0.033515726,0.194737675,0.021580713,0,0.066703754,0.013092729,0.073956302,0,0,0,0,0.096774194,0.231213284,0,0.394086398,0.542857143,0.5625,0.670050761,0.081757679,0.183152018,0.078725822,0,0.0631812,0.000793649,0.019613764,0.163319191,0,0,0,0,0.081632653,0.334586967,0,0.435127418,0.565517241,0.642857143,0.705298013,0.123792608,0.164459023,0.125018998,0,0.227124939,0.000775188,0.025561026,0.229579768,0,0,0,0.011728414,0.092592593,0.359922161,0.133333333,0.376296756,0.534482759,0.633458647,0.698934281,0.109998952,0.163213663,0.132383094,0,0.225309358,0.000761611,0.030527372,0.270619654,0,0,0,0.010377955,0.086206897,0.357509394,0.102564103,0.386882788,0.513089005,0.628183362,0.683383234,0.110124911,0.207477778,0.166113485,0,0.170664394,0.001877667,0.06586402,0.337431358,0.005898002,0,0,0.009314782,0.076923077,0.398506365,0.108695652,0.36,0.36,0.366336634,0,0.37,0,0.430232558,0,0.474358974,0,0,0.177777778,0.075949367,0.071428571,0.366336634,0,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,AS14.08,01-04-14,0.110132619,0.25,0.692307692,7.2,0.000699462,0.078363322,0.002562911,0,0,0,0.01379118,0.032397944,0,0,0.001331044,0,0,0.057297895,0,0.383928571,0.166666667,0.110132619,0.25,0.692307692,0.000699462,0.078363322,0.002562911,0,0,0.01379118,0.032397944,0,0,0.001331044,0,0,0.057297895,0,0.144077035,0.428571429,0.75,0.675126904,0.000758509,0.085747326,0.002769531,0,0,0,0.020425187,0.047487772,0,0,0.00667828,0,0,0.078929112,0,0.159952938,0.482758621,0.753246753,0.642384106,0.000972215,0.076042732,0.002674065,0,0,0,0.026084111,0.063605806,0,0,0.005246199,0,0,0.065645555,0,0.129800185,0.451149425,0.729323308,0.614564831,0.001834249,0.069077922,0.003885697,0,0,0,0.026020457,0.078159755,0,0,0.003899269,0,0,0.071171625,0.051282051,0.11474576,0.433246073,0.684210526,0.551646707,0.019100413,0.078232314,0.003664148,0,0,0,0.028349454,0.089345626,0,0.045046641,0.003807335,0,0.015384615,0.085564088,0.304347826,0.32,0.32,0.326732673,0,0.33,0,0.174418605,0.090909091,0.025641026,0.424242424,0,0.288888889,0.417721519,0,0.326732673,0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,AS14.02,01-04-14,0.462688306,0.45,0.630769231,7.4,0.069190123,0.063836383,0.002141932,0,0,0,0.0429988,0.006355147,0.032726223,0,0,0,0.064516129,0.091087406,0.058823529,0.383928571,0.166666667,0.462688306,0.45,0.630769231,0.069190123,0.063836383,0.002141932,0,0,0.0429988,0.006355147,0.032726223,0,0,0,0.064516129,0.091087406,0.058823529,0.42658986,0.428571429,0.571428571,0.654822335,0.096504928,0.11429115,0.010653528,0,0,0,0.04958667,0.073956186,0.030107922,0,0,0,0.326530612,0.170123749,0.125,0.480596946,0.379310345,0.642857143,0.642384106,0.112123787,0.12162539,0.040734913,0,0,0,0.064792268,0.083766214,0.030107922,0,0,0,0.481481481,0.174222812,0.133333333,0.579661396,0.314655172,0.54887218,0.619005329,0.462145992,0.135060541,0.06083237,0,0,0,0.052617593,0.100872363,0.07141924,0,0,0,0.517241379,0.204328444,0.102564103,0.594852145,0.281413613,0.531409168,0.58008982,0.480801702,0.142163359,0.071998347,0,0,0,0.059501547,0.167511614,0.062421889,0,0,0,0.584615385,0.227867291,0.130434783,0.43,0.43,0.435643564,0,0.44,0,0.511627907,0,0.051282051,0.212121212,0,0.2,0.17721519,0.071428571,0.435643564,0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184,AS14.14,01-04-14,0.091854935,0.5,0.507692308,6.2,0.006503665,0.004591011,0,0,0,0,0.009273161,0.001078893,0,0,0,0,0,0.011901523,0,0.383928571,0.166666667,0.091854935,0.5,0.507692308,0.006503665,0.004591011,0,4.30E-17,0,0.009273161,0.001078893,7.66E-18,0,0,0,0,0.011901523,0,0.100505978,0.535714286,0.5625,0.487309645,0.089365387,0.034160895,1.14E-18,4.76E-17,0,0,0.014708243,0.001076166,1.08E-17,0,0,0,0.081632653,0.074269969,0.083333333,0.07869878,0.456896552,0.668831169,0.5,0.708197719,0.041010782,7.87E-18,4.11E-17,0,0,0.017638633,0.001064727,1.08E-17,0,0,0,0.092592593,0.089805529,0.066666667,0.145224575,0.422413793,0.684210526,0.544404973,0.691107331,0.06719425,0.00025111,0.050637339,0,0,0.016631828,0.027997206,1.04E-17,0,0,0,0.103448276,0.135264423,0.076923077,0.150850939,0.395287958,0.653650255,0.490269461,0.82206465,0.182461156,0.003585562,0.117118888,0,0,0.047440276,0.059075542,9.10E-18,0.00372077,0,0,0.107692308,0.252840944,0.065217391,0.37,0.37,0.376237624,0,0.38,0,0.081395349,0.181818182,0,0.242424242,0.109090909,0.044444444,0.037974684,0.071428571,0.376237624,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
185,AS14.03,01-04-14,0.17205827,0.6,0.507692308,7.6,0.013482409,0.03435526,0.04526045,0.044387876,0,0.001877534,0.046878802,0,0,0,0,0,0.064516129,0.088547804,0,0.383928571,0.166666667,0.17205827,0.6,0.507692308,0.013482409,0.03435526,0.04526045,0.044387876,0,0.046878802,0,0,0,7.87E-19,0,0.064516129,0.088547804,0,0.184621162,0.685714286,0.535714286,0.695431472,0.062826631,0.153967804,0.082034046,0.056938698,0,0.001802018,0.055849124,0,0,0,0.002022296,0,0.102040816,0.265643833,0.041666667,0.251645691,0.648275862,0.649350649,0.761589404,0.061420727,0.157095457,0.127782747,0.049218439,0,0.002500419,0.082917971,0,0,0.010443828,0.001588638,0.077131402,0.111111111,0.234630741,0.033333333,0.270059815,0.586206897,0.706766917,0.786856128,0.054644214,0.124432923,0.173146922,0.0605786,0,0.002456626,0.071796913,0,0,0.009705294,0.001180765,0.068250164,0.103448276,0.229501706,0.051282051,0.269583364,0.536649215,0.765704584,0.775449102,0.060018461,0.127444387,0.232591765,0.057411238,0,0.003631834,0.089149979,0,0,0.026633698,0.002727026,0.061258253,0.138461538,0.242432999,0.043478261,0.39,0.39,0.396039604,0,0.4,0,0.465116279,0,0.512820513,0,0,0.133333333,0.025316456,0.357142857,0.108910891,1,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,AS14.28,01-04-14,0.223625127,0.5,0.384615385,7.5,0.09309152,0.146143911,0.000315574,0.054994156,0.035142475,0,0.025461403,0.070329711,0.033202612,0,0,0,0.064516129,0.237535053,0,0.383928571,0.166666667,0.223625127,0.5,0.384615385,0.09309152,0.146143911,0.000315574,0.054994156,0.035142475,0.025461403,0.070329711,0.033202612,0,0,0,0.064516129,0.237535053,0,0.153736632,0.571428571,0.357142857,0.593908629,0.110967053,0.093776123,0.004743983,0.097099277,0.033286639,0,0.027909954,0.09307645,0.030546196,0,0.002420877,0,0.040816327,0.220670472,0,0.10974412,0.586206897,0.38961039,0.602649007,0.107947247,0.077238152,0.004580459,0.083933686,0.031886465,0,0.025641383,0.092087138,0.030546196,0,0.001901747,0,0.074074074,0.151899044,0,0.07997731,0.551724138,0.30075188,0.573712256,0.095329899,0.059740008,0.004218259,0.07581183,0.031631572,0,0.01828928,0.092010238,0.029536495,0,0.001413485,0,0.086206897,0.130351801,0,0.066219712,0.544502618,0.246179966,0.550898204,0.09467974,0.053450102,0.003977749,0.071847996,0.023959871,0,0.016039929,0.081135168,0.025815506,0,0.001380159,0,0.107692308,0.117056277,0,0.2,0.2,0.207920792,0,0.21,0,0.244186047,0,0.012820513,0.03030303,0,0.022222222,0.265822785,0,0.207920792,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
187,AS14.20,01-04-14,0,0.5,0.384615385,6.25,0.000950801,0,0,0,0.073346314,0,0,0,0,0,0,0,0,0.000818471,0.235294118,0.383928571,0.166666667,1.16E-16,0.5,0.384615385,0.000950801,1.10E-17,1.98E-19,0,0.073346314,3.28E-18,0,0,0,0,0,0,0.000818471,0.235294118,0.012746705,0.685714286,0.5,0.517766497,0.00093051,0.000622213,0,0,0.069472974,0,0,3.77E-18,0,3.67E-17,0,0,0.020408163,0.001061097,0.291666667,0.285865632,0.772413793,0.623376623,0.586092715,0.001430073,0.011503313,0,0,0.066550653,0,0,0.010745782,0,0.243157556,0,0,0.018518519,0.012839687,0.3,0.28160939,0.793103448,0.616541353,0.581705151,0.003811675,0.0093017,0,0,0.100294043,0,0.014841931,0.010736808,0,0.2259627,0,0,0.086206897,0.020490712,0.230769231,0.24362529,0.803664921,0.531409168,0.523952096,0.01224989,0.010605973,0,0,0.075969424,0,0.013869617,0.00946778,0,0.220778124,0,0,0.076923077,0.023549672,0.195652174,0.31,0.31,0.316831683,0,0.32,0,0.372093023,0,0,0.151515152,0.018181818,0.177777778,0.405063291,0,0.316831683,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
188,AS14.01,01-04-14,0.209200611,0.55,0.384615385,6,0.034359717,0.294203381,0.028678479,0.41467288,0.01806187,0.00277583,0.027954191,0.167592074,0.15307198,0,0.229283327,0,0.032258065,0.474363501,0,0.383928571,0.166666667,0.209200611,0.55,0.384615385,0.034359717,0.294203381,0.028678479,0.41467288,0.01806187,0.027954191,0.167592074,0.15307198,0,0.229283327,0,0.032258065,0.474363501,0,0.192677895,0.6,0.464285714,0.532994924,0.105499591,0.343365205,0.068802506,0.246389572,0.020837774,0.002664183,0.072070926,0.211966812,0.156819536,0.009461013,0.285293086,0,0.142857143,0.611432952,0,0.173278572,0.555172414,0.564935065,0.59602649,0.112411516,0.314944604,0.10300171,0.212981864,0.019961251,0.002602211,0.078785103,0.215216454,0.156819536,0.028360055,0.235905613,0,0.12962963,0.486503104,0,0.162459707,0.543103448,0.565789474,0.621669627,0.139984509,0.295669912,0.130548058,0.192372641,0.019801686,0.002556636,0.076746001,0.230541761,0.156058028,0.026354577,0.312782234,0,0.189655172,0.521106567,0.025641026,0.176547599,0.489528796,0.546689304,0.564371257,0.34740303,0.279384122,0.143897014,0.20991035,0.027224124,0.002485834,0.09131976,0.218117756,0.219913391,0.025749888,0.372821843,0,0.246153846,0.522999579,0.02173913,0.37,0.37,0.376237624,0,0.38,0,0.441860465,0,0,0.303030303,0.018181818,0.066666667,0.037974684,0.071428571,0.376237624,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,AS14.30,01-04-14,0.277566641,0.2,0.753846154,7.8,0.119628676,0.220770424,0.145196103,0.043345566,0,0,0.085852282,0.039050429,0.002680573,0.059982343,0.01307834,0,0.193548387,0.355805426,0.117647059,0.383928571,0.166666667,0.277566641,0.2,0.753846154,0.119628676,0.220770424,0.145196103,0.043345566,0,0.085852282,0.039050429,0.002680573,0.059982343,0.01307834,0,0.193548387,0.355805426,0.117647059,0.399399744,0.285714286,0.75,0.736040609,0.137158846,0.421002552,0.162910374,0.023951294,0,2.05E-19,0.115321914,0.072408505,0.006920199,0.114667219,0.027942176,0,0.12244898,0.544889162,0.083333333,0.367111293,0.255172414,0.805194805,0.735099338,0.155637006,0.462209534,0.237658503,0.020703763,0,0.001246238,0.138505192,0.143302818,0.029455351,0.134265688,0.036229251,0.002430647,0.222222222,0.544818736,0.066666667,0.337839527,0.155172414,0.77443609,0.754884547,0.152991699,0.53806815,0.327462585,0.01870036,0,0.007454861,0.11154048,0.199734103,0.028481707,0.124771107,0.041303875,0.002150772,0.24137931,0.685093793,0.051282051,0.388834144,0.183246073,0.775891341,0.739520958,0.181365788,0.612893286,0.352754103,0.021773208,0,0.009092123,0.140057951,0.235554227,0.026854244,0.198807622,0.055400963,0.001930435,0.246153846,0.812789486,0.043478261,0.35,0.35,0.356435644,0,0.36,0,0.418604651,0,0.076923077,0.03030303,0,0.222222222,0.037974684,0.142857143,0.356435644,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
190,AS14.26,01-04-14,0,0.6,0.323076923,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0.129032258,0,0.117647059,0.383928571,0.166666667,0,0.6,0.323076923,0,0,0,0,0,0,0,0,0,0,0,0.129032258,0,0.117647059,0,0.714285714,0.392857143,0.553299492,0,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0,0.083333333,0,0.689655172,0.467532468,0.589403974,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0.066666667,0,0.620689655,0.481203008,0.626998224,0,0,0,0,0,0,0,0,0,0,0,0,0.086206897,0,0.051282051,0,0.623036649,0.511035654,0.640718563,0,0,0,0,0,0,0,0,0,0,0,0,0.138461538,0,0.043478261,0.4,0.4,0.405940594,0,0.41,0,0.476744186,0,0,0.121212121,0.018181818,0.088888889,0.037974684,0.142857143,0.405940594,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,AS14.19,01-04-14,0.23573605,0.5,0.446153846,6.4,0.014668753,0.229223058,0,0,0,0,0.011401038,0,0,0.003126654,0,0,0.032258065,0.098620612,0,0.383928571,0.166666667,0.23573605,0.5,0.446153846,0.014668753,0.229223058,0,0,0,0.011401038,9.45E-19,0,0.003126654,0,0,0.032258065,0.098620612,0,0.268790108,0.514285714,0.571428571,0.553299492,0.035168011,0.299198067,0,0,0,0,0.017399733,0,0.020776995,0.002849609,0,0,0.142857143,0.205745692,0.041666667,0.238843419,0.503448276,0.649350649,0.57615894,0.102157116,0.263518825,0,0,0,0,0.024525388,0,0.020776995,0.002612512,0,0,0.222222222,0.156491901,0.033333333,0.247243316,0.5,0.661654135,0.573712256,0.102900019,0.222243808,0.001870191,0,0,0,0.029075799,0,0.020090214,0.002427768,0,0,0.379310345,0.156117014,0.076923077,0.270102874,0.45026178,0.694397284,0.532934132,0.119828168,0.219763444,0.013403617,0,0,0,0.032265942,0.000759823,0.017559261,0.003460224,0,0,0.461538462,0.170727777,0.086956522,0.38,0.38,0.386138614,0,0.11,0.5,0.081395349,0.090909091,0,0.181818182,0.018181818,0.088888889,0.493670886,0,0.386138614,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,AS14.32,01-04-14,0,0.25,0.846153846,8,0.006425325,0.078016486,0.017654997,0,0,0.000935222,0.061170293,0.000438893,0,0,0,0,0.129032258,0.075011991,0,0.383928571,0.166666667,0,0.25,0.846153846,0.006425325,0.078016486,0.017654997,0,0,0.061170293,0.000438893,0,0,0,0,0.129032258,0.075011991,0,0,0.428571429,0.625,0.796954315,0.006288199,0.048565714,0.015648988,0,0,0.000897606,0.049038941,0.000437783,0,0,0,0,0.204081633,0.057237221,0.041666667,0,0.482758621,0.584415584,0.801324503,0.006117075,0.040000864,0.015109569,0,0,0.000876727,0.045052969,0.00043313,0,0,0,0,0.203703704,0.039399377,0.033333333,0,0.465517241,0.469924812,0.786856128,0.005402084,0.030938751,0.013914781,0,0,0.000861372,0.03213502,0.000432768,0,0,0,0,0.224137931,0.033810482,0.051282051,0,0.465968586,0.398981324,0.775449102,0.005365242,0.027681272,0.01312141,0,0,0.000837517,0.028182818,0.000381618,0,0,0,0,0.276923077,0.030361906,0.043478261,0.42,0.42,0.425742574,0,0.43,0,0.5,0,0.551282051,0,0.781818182,0,0,0.071428571,0.425742574,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
193,AS14.07,01-04-14,0.142646497,0.25,0.630769231,6.6,0.031317227,0.357432247,0.132347181,0,0,0,0.012774643,0.035379912,0,0,0,0,0.096774194,0.406023019,0.470588235,0.383928571,0.166666667,0.142646497,0.25,0.630769231,0.031317227,0.357432247,0.132347181,0,0,0.012774643,0.035379912,0,0,0,0,0.096774194,0.406023019,0.470588235,0.134736075,0.285714286,0.5,0.282571912,0.071098389,0.372218287,0.210896077,0,0,0,0.019148139,0.112062318,0.018128946,0,0,0,0.163265306,0.587751985,0.375,0.141729999,0.4,0.493506494,0.346578366,0.110296036,0.408871419,0.21808364,0,0,0,0.029657878,0.15224743,0.041333502,0,0,0,0.185185185,0.531375424,0.333333333,0.125502123,0.413793103,0.503759398,0.367673179,0.133744321,0.353239332,0.318391295,0,0,0,0.06702547,0.200649575,0.065921729,0,0,0,0.172413793,0.587651916,0.384615385,0.147002379,0.438481675,0.582342954,0.433383234,0.187817894,0.398152805,0.34496192,0,0,0,0.083412923,0.23239486,0.105314954,0.082028209,0.003178588,0,0.169230769,0.672874191,0.326086957,0.15,0.15,0.158415842,0,0.01,0.5,0.139534884,0.090909091,0,0.181818182,0.054545455,0.088888889,0.050632911,0.142857143,0.158415842,0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,AS14.31,02-04-14,0.41474602,0.5,0.58974359,6.666666667,0.036784261,0.052337909,0.004625234,0.044030599,0,0,0.020182654,0.009609914,0,0,0.062914318,0,0.032258065,0.367970041,0,0.392857143,0.333333333,0.41474602,0.5,0.58974359,0.036784261,0.052337909,0.004625234,0.044030599,0,0.020182654,0.009609914,0,0,0.062914318,0,0.032258065,0.367970041,0,0.405944601,0.571428571,0.476190476,0.526226734,0.05091722,0.079215849,0.004099702,0.02432982,0,0,0.037265357,0.011208394,0,0,0.065109316,0,0.06122449,0.33337094,0.125,0.289781508,0.586206897,0.476190476,0.536423841,0.049531582,0.065245668,0.003958386,0.021030965,0,0,0.034236362,0.01108926,0,0,0.05114736,0,0.074074074,0.229476679,0.166666667,0.211181661,0.551724138,0.37593985,0.502664298,0.043742114,0.050464397,0.003645377,0.018995901,0,0,0.024419838,0.01108,0,0,0.038015583,0,0.103448276,0.196924864,0.128205128,0.174854454,0.544502618,0.314091681,0.476047904,0.043443788,0.045151101,0.00343753,0.018002697,0,0,0.021416506,0.009770409,0,0,0.037119278,0,0.169230769,0.176839071,0.108695652,0.34,0.34,0.346534653,0,0.35,0,0.406976744,0,0,0.03030303,0.636363636,0,0.443037975,0,0.346534653,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
