id,date,activity_mean,circumplex.arousal_mean,circumplex.valence_mean,mood_mean,appCat.builtin_sum,appCat.communication_sum,appCat.entertainment_sum,appCat.finance_sum,appCat.game_sum,appCat.office_sum,appCat.other_sum,appCat.social_sum,appCat.travel_sum,appCat.unknown_sum,appCat.utilities_sum,appCat.weather_sum,call_sum,screen_sum,sms_sum,day,weekDay,activity_mean_time_1,circumplex.arousal_mean_time_1,circumplex.valence_mean_time_1,mood_mean_time_1,appCat.builtin_sum_time_1,appCat.communication_sum_time_1,appCat.entertainment_sum_time_1,appCat.finance_sum_time_1,appCat.game_sum_time_1,appCat.office_sum_time_1,appCat.other_sum_time_1,appCat.social_sum_time_1,appCat.travel_sum_time_1,appCat.unknown_sum_time_1,appCat.utilities_sum_time_1,appCat.weather_sum_time_1,call_sum_time_1,screen_sum_time_1,sms_sum_time_1,day_time_1,weekDay_time_1,activity_mean_time_2,circumplex.arousal_mean_time_2,circumplex.valence_mean_time_2,mood_mean_time_2,appCat.builtin_sum_time_2,appCat.communication_sum_time_2,appCat.entertainment_sum_time_2,appCat.finance_sum_time_2,appCat.game_sum_time_2,appCat.office_sum_time_2,appCat.other_sum_time_2,appCat.social_sum_time_2,appCat.travel_sum_time_2,appCat.unknown_sum_time_2,appCat.utilities_sum_time_2,appCat.weather_sum_time_2,call_sum_time_2,screen_sum_time_2,sms_sum_time_2,day_time_2,weekDay_time_2,activity_mean_time_3,circumplex.arousal_mean_time_3,circumplex.valence_mean_time_3,mood_mean_time_3,appCat.builtin_sum_time_3,appCat.communication_sum_time_3,appCat.entertainment_sum_time_3,appCat.finance_sum_time_3,appCat.game_sum_time_3,appCat.office_sum_time_3,appCat.other_sum_time_3,appCat.social_sum_time_3,appCat.travel_sum_time_3,appCat.unknown_sum_time_3,appCat.utilities_sum_time_3,appCat.weather_sum_time_3,call_sum_time_3,screen_sum_time_3,sms_sum_time_3,day_time_3,weekDay_time_3,activity_mean_time_4,circumplex.arousal_mean_time_4,circumplex.valence_mean_time_4,mood_mean_time_4,appCat.builtin_sum_time_4,appCat.communication_sum_time_4,appCat.entertainment_sum_time_4,appCat.finance_sum_time_4,appCat.game_sum_time_4,appCat.office_sum_time_4,appCat.other_sum_time_4,appCat.social_sum_time_4,appCat.travel_sum_time_4,appCat.unknown_sum_time_4,appCat.utilities_sum_time_4,appCat.weather_sum_time_4,call_sum_time_4,screen_sum_time_4,sms_sum_time_4,day_time_4,weekDay_time_4,activity_mean_time_5,circumplex.arousal_mean_time_5,circumplex.valence_mean_time_5,mood_mean_time_5,appCat.builtin_sum_time_5,appCat.communication_sum_time_5,appCat.entertainment_sum_time_5,appCat.finance_sum_time_5,appCat.game_sum_time_5,appCat.office_sum_time_5,appCat.other_sum_time_5,appCat.social_sum_time_5,appCat.travel_sum_time_5,appCat.unknown_sum_time_5,appCat.utilities_sum_time_5,appCat.weather_sum_time_5,call_sum_time_5,screen_sum_time_5,sms_sum_time_5,day_time_5,weekDay_time_5,mood_mean_TARGET
AS14.01,2014-02-26,0.0,0.4375,0.6153846153846154,0.513157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.1176470588235294,0.08035714285714286,0.3333333333333333,0.0,0.4375,0.6153846153846154,0.5131578947368418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.1176470588235294,0.08035714285714286,0.3333333333333333,0.0,0.5357142857142857,0.4910714285714286,0.44162436548223294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122447,0.0,0.08333333333333333,0.07623318385650224,0.2727272727272727,0.0,0.5603448275862069,0.4870129870129871,0.453642384105959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1,0.06606606606606606,0.5333333333333333,0.0,0.5301724137931034,0.3853383458646616,0.4138543516873889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.10256410256410256,0.05882352941176471,0.6,0.0,0.5248691099476439,0.32258064516129026,0.3824850299401195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12307692307692307,0.0,0.15217391304347827,0.052727272727272734,0.625,6.333333333333332
AS14.01,2014-03-21,0.23676626041931614,0.55,0.4461538461538461,0.5052631578947369,0.07785010355031091,0.3031500598805458,0.0280334451520126,0.03750196805096345,0.0,0.005173989464478,0.05530196592767249,0.1499164328527839,0.0867875362766204,0.0,0.26521399027119635,0.0,0.1935483870967742,0.4965985763035707,0.0,0.2857142857142857,0.6666666666666666,0.23676626041931614,0.55,0.4461538461538461,0.5052631578947364,0.07785010355031091,0.3031500598805458,0.0280334451520126,0.03750196805096345,0.0,0.005173989464478,0.05530196592767249,0.1499164328527839,0.0867875362766204,0.0,0.2652139902711963,0.0,0.1935483870967742,0.4965985763035707,0.0,0.2857142857142857,0.6666666666666666,0.21985284984889344,0.6,0.3928571428571429,0.4314720812182735,0.08223138040791578,0.2538582515629233,0.0335018316951708,0.020722319909387957,0.0,0.004965886815060958,0.046432327918422785,0.1763282043049609,0.0798439935175516,0.01459140795312971,0.2429216693349741,0.0,0.14285714285714285,0.4268930522334299,0.0,0.2825112107623318,0.6363636363636364,0.15694084901621155,0.6068965517241378,0.4155844155844156,0.4437086092715217,0.07999357349920731,0.20908885487960466,0.03234702644555019,0.017912601947883383,0.0,0.004850374265723425,0.04265822571912365,0.17445400745873332,0.0798439935175516,0.01337735098659185,0.19082986614188252,0.0,0.14814814814814814,0.2938528477086921,0.0,0.2792792792792793,0.6,0.11437247831672034,0.5689655172413793,0.3233082706766917,0.40319715808170503,0.0706435741218277,0.16172020792152195,0.029789187491134374,0.016179286242153076,0.0,0.004765423952710047,0.030426916677875487,0.17430832504453914,0.07720475839277953,0.01243137330445623,0.14183544810700102,0.0,0.15517241379310345,0.2521691185725038,0.05128205128205128,0.2760180995475113,0.5,0.09469826619037956,0.5602094240837697,0.266553480475382,0.3712574850299397,0.07016177768839417,0.1446930103334426,0.028090713818997345,0.015333349633115629,0.0,0.004633453834810911,0.02668478979946768,0.15370610339663296,0.06747855133015919,0.012146143055768794,0.13849134814499686,0.0,0.13846153846153847,0.2264485640027155,0.06521739130434782,0.2727272727272727,0.4166666666666667,6.4
AS14.01,2014-03-22,0.4183901541858731,0.65,0.5384615384615384,0.5368421052631579,0.01813885604303376,0.23953753192338,0.002596831261480823,0.015953323886688714,0.0,0.0,0.02263807384344408,0.014618622869676181,0.0035366505260275858,0.0,0.052099417706918685,0.0,0.0967741935483871,0.16965371742487734,0.05882352941176471,0.29464285714285715,0.8333333333333334,0.41839015418587305,0.65,0.5384615384615384,0.5368421052631575,0.01813885604303376,0.23953753192338,0.0025968312614808213,0.01595332388668871,0.0,0.0,0.022638073843444084,0.01461862286967617,0.0035366505260275814,0.0,0.05209941770691867,0.0,0.0967741935483871,0.16965371742487734,0.05882352941176471,0.29464285714285715,0.8333333333333334,0.3782511591893987,0.6857142857142857,0.4821428571428572,0.4517766497461924,0.09394041901393513,0.33782616149556066,0.02714998195805537,0.02953758743744908,0.0,0.004965886815060958,0.062482895026872376,0.16411913444391615,0.08309769000196329,0.0,0.2807601639000531,0.0,0.1836734693877551,0.5083777876876436,0.04166666666666666,0.2914798206278027,0.8181818181818182,0.3293739443151076,0.6689655172413792,0.4805194805194806,0.4635761589403961,0.0972622327510016,0.33190530964623505,0.03456945685623973,0.025532616453244082,0.0,0.004850374265723425,0.05933155483130366,0.1888806876024475,0.08309769000196329,0.01337735098659185,0.2270424923631477,0.0,0.1851851851851852,0.38296194561178404,0.03333333333333333,0.2882882882882883,0.8,0.24003511221212376,0.6206896551724137,0.3796992481203007,0.4245115452930728,0.08589379681441442,0.2567128492676154,0.03183587936562465,0.0230619488620388,0.0,0.004765423952710047,0.042319534973335134,0.1887229578089884,0.08035090426920315,0.01243137330445623,0.16875070079289706,0.0,0.1896551724137931,0.3286378778519428,0.02564102564102564,0.2850678733031674,0.7,0.1987445693740663,0.6073298429319371,0.3174872665534804,0.3937125748502991,0.08530799229540917,0.2296840662598686,0.03002071059178895,0.02185615112002716,0.0,0.004633453834810911,0.03711476608459033,0.16641701111461374,0.07022834772139143,0.012146143055768794,0.16477201126470534,0.0,0.1846153846153846,0.2951177207492801,0.06521739130434782,0.2818181818181818,0.625,6.8
AS14.01,2014-03-25,0.17375346993101595,0.625,0.5384615384615384,0.5921052631578947,0.0256118229901356,0.4960121385707211,0.0018978984293489454,0.032589410069154286,0.0,0.0,0.04124713659263347,0.06382616064863388,0.0,0.08336667792526582,0.09872893030112163,0.0,0.0,0.5931745860919789,0.05882352941176471,0.32142857142857145,0.16666666666666666,0.17375346993101598,0.625,0.5384615384615384,0.5921052631578944,0.02561182299013561,0.4960121385707211,0.001897898429348943,0.032589410069154286,0.0,0.0,0.041247136592633474,0.06382616064863388,0.0,0.08336667792526582,0.0987289303011216,0.0,0.0,0.5931745860919789,0.05882352941176471,0.32142857142857145,0.16666666666666666,0.1808351295426649,0.7571428571428571,0.44642857142857145,0.4670050761421311,0.04610621133129133,0.5873113764211458,0.025778572187879902,0.032273013971588375,0.0,8.679906224715446e-05,0.045374778282564525,0.17058571355838964,0.036614878773313236,0.07597978334312598,0.15740401441473922,0.0,0.20408163265306126,0.7697558199643665,0.04166666666666666,0.3183856502242152,0.09090909090909093,0.23299431507041696,0.7413793103448274,0.5584415584415585,0.5066225165562899,0.07521909893706576,0.6133425665380828,0.027136755484978917,0.04358947659944019,0.0,8.478001080001545e-05,0.054058397679872014,0.198333905359663,0.036614878773313236,0.0696579955088016,0.13291324745248406,0.0733442273946217,0.1851851851851852,0.6281364887525038,0.03333333333333333,0.3153153153153153,0.4666666666666667,0.2954599646436123,0.7327586206896551,0.5037593984962406,0.4644760213143872,0.08167738375934858,0.5693837199369305,0.02703761023305584,0.04625419675545615,0.0,8.329515869166693e-05,0.05045095808143783,0.21258291417215924,0.03855072353764937,0.06473213917149863,0.1257038248990286,0.06489906109302784,0.2241379310344828,0.6155025850430442,0.05128205128205128,0.3122171945701357,0.6,0.3035149292784992,0.7251308900523561,0.4499151103565364,0.4229041916167661,0.14612633007648104,0.6169960602578218,0.046330821225787015,0.0591691381985295,0.0,0.004714442279132137,0.06972524643439937,0.31780935413657163,0.10117267888400357,0.06324689987397566,0.25652274167413674,0.05825045433284001,0.2923076923076923,0.7537266044128312,0.043478260869565216,0.3090909090909091,0.6666666666666667,6.6
AS14.01,2014-03-27,0.2817359840491507,0.55,0.6307692307692307,0.631578947368421,0.03048632947670185,0.3347939588437504,0.017790230828981696,0.03195736293281983,0.0,0.005481804070610057,0.013501235321973738,0.031103245620110867,0.004485540356211479,0.0,0.07929967142476213,0.0,0.06451612903225806,0.4817727160685714,0.05882352941176471,0.3392857142857143,0.5,0.28173598404915073,0.55,0.6307692307692309,0.6315789473684207,0.03048632947670185,0.3347939588437505,0.01779023082898169,0.03195736293281981,0.0,0.005481804070610057,0.013501235321973743,0.031103245620110867,0.004485540356211472,0.0,0.07929967142476209,0.0,0.06451612903225806,0.4817727160685714,0.05882352941176471,0.3392857142857143,0.5,0.2659665947446558,0.5714285714285714,0.6071428571428572,0.5532994923857856,0.0581708047421157,0.4784830144511183,0.03822519553250374,0.039546571682396066,0.0,0.005261320832576605,0.028852853590306107,0.1833335627446236,0.0041266692256655855,0.0,0.08324100401519854,0.0,0.040816326530612235,0.7137618138412806,0.04166666666666666,0.336322869955157,0.4545454545454545,0.2614687454107547,0.6379310344827586,0.6363636363636365,0.5596026490066208,0.08097088797501831,0.6484166598880992,0.03853184328603067,0.049750639400059436,0.0,0.005138936129725471,0.056886864879658876,0.2443730280227708,0.004126669225665582,0.0696579955088016,0.13401421030237687,0.0,0.037037037037037035,0.8028792886907967,0.06666666666666668,0.3333333333333333,0.4,0.23243647083968905,0.6637931034482758,0.5150375939849624,0.4857904085257547,0.08958260310896632,0.6789635138203561,0.056910925172976634,0.05607430245115665,0.0,0.005132227051865544,0.048641066934224216,0.3498650513485552,0.03939484025329404,0.06473213917149863,0.14050617269825286,0.0,0.20689655172413796,0.8763256561481256,0.05128205128205128,0.330316742081448,0.3,0.2551500635050178,0.6623036649214661,0.5212224108658743,0.4678143712574847,0.11560684089741552,0.6971670350158488,0.05561719869418523,0.06657522282472958,0.0,0.004990098960883283,0.05039796678004253,0.3345586593015459,0.03443190297482932,0.06324689987397566,0.1439156827328439,0.05825045433284001,0.1846153846153846,0.86267407392132,0.043478260869565216,0.3272727272727273,0.5,6.4
AS14.01,2014-03-30,0.08671055595884762,0.375,0.6153846153846154,0.7105263157894737,0.01027592163322986,0.06267294420140902,0.0427317093259728,0.0,0.0,0.0,0.0170698407286958,0.005575853841170914,0.0,0.02356047941076296,0.016962951348008928,0.0,0.0,0.1249364954819135,0.0,0.36607142857142855,1.0,0.08671055595884769,0.375,0.6153846153846154,0.7105263157894732,0.01027592163322984,0.06267294420140909,0.0427317093259728,0.0,0.0,0.0,0.017069840728695804,0.005575853841170915,0.0,0.02356047941076296,0.016962951348008945,0.0,0.0,0.12493649548191345,0.0,0.36607142857142855,1.0,0.11961077919585054,0.5285714285714286,0.6696428571428571,0.7461928934010135,0.0574468563276086,0.12075890079272733,0.07801583498193708,0.0,0.0,0.0,0.04504562312400049,0.0212464595342531,0.004573316583839329,0.021472849412264045,0.25040926023542504,0.0,0.08163265306122447,0.2707399890888905,0.04166666666666666,0.3632286995515695,1.0,0.15504536732153265,0.4931034482758619,0.6948051948051949,0.6622516556291373,0.2934561718902449,0.12091372101723193,0.09926943946715774,0.03223791105451658,0.016269372485312874,0.0,0.07977062386482882,0.03784640832165899,0.10339297614976367,0.01968623207525881,0.2896031053556178,0.0,0.16666666666666666,0.25779339246265864,0.03333333333333333,0.3603603603603603,1.0,0.19760995504043288,0.4913793103448276,0.6560150375939849,0.6216696269982237,0.2847870756964227,0.2262891492475043,0.10544108091578032,0.042905609618223865,0.016139319121522274,0.0050489318931738756,0.06399084875606334,0.06848403069371957,0.10396559437952692,0.018294122665316374,0.2562165192617933,0.0,0.1896551724137931,0.4383762988021061,0.05128205128205128,0.3574660633484163,0.9,0.20811559001098606,0.4738219895287958,0.628183361629881,0.5733532934131731,0.30702097988519994,0.3563979774089253,0.11825846144364888,0.056858179823943776,0.012225000954766713,0.004909110516562057,0.06648221171652036,0.1931580221197064,0.09086807397567777,0.01787437522233065,0.2576305330357773,0.0,0.16923076923076924,0.5772806772022511,0.043478260869565216,0.3545454545454545,0.8333333333333334,7.4
AS14.01,2014-03-31,0.12453044459515801,0.5,0.5692307692307692,0.6947368421052631,0.0734404829178504,0.2573821904015535,0.04894366339252335,0.031227670190991787,0.003937677042925803,0.0,0.061945786076972174,0.04491191740374331,0.017385189923963675,0.010380830090726824,0.09315316177258767,0.0,0.1935483870967742,0.32694728953733576,0.0,0.375,0.0,0.12453044459515805,0.5,0.5692307692307692,0.6947368421052628,0.07344048291785038,0.2573821904015535,0.04894366339252335,0.03122767019099178,0.003937677042925803,0.0,0.061945786076972174,0.04491191740374331,0.017385189923963647,0.010380830090726824,0.0931531617725877,0.0,0.1935483870967742,0.32694728953733576,0.0,0.375,0.0,0.12195889645075325,0.5,0.5982142857142857,0.6852791878172573,0.08192977770762143,0.19923617053866408,0.08125897010216697,0.017255354994788467,0.0037297325700995643,0.0,0.06334517059113305,0.05036014532182564,0.015994266586460255,0.030933862383445258,0.0974311743231088,0.0,0.12244897959183673,0.3448058356908823,0.0,0.3721973094170404,0.5454545454545454,0.13670686782779115,0.5551724137931033,0.6948051948051949,0.7284768211920509,0.12580075982393465,0.2314281834690873,0.1172137956431848,0.014915719226544662,0.003572844566111553,0.0,0.08700836715947242,0.06534285368036839,0.02056758317029961,0.028360055164211837,0.26145958856747376,0.0,0.1851851851851852,0.3580906553568781,0.03333333333333333,0.36936936936936937,0.7333333333333333,0.150393590235729,0.4741379310344827,0.6334586466165414,0.6429840142095913,0.3209007315959431,0.1955902091000012,0.12999465058203644,0.042590801933389454,0.019683603246563142,0.0,0.0894405647791014,0.08210001453162011,0.11544090951067115,0.026354577452191788,0.2633734167801284,0.0,0.25862068965517243,0.3685911596878042,0.02564102564102564,0.3665158371040724,0.75,0.19458587561907298,0.4895287958115184,0.628183361629881,0.6092814371257479,0.3441686942269079,0.2937861914738159,0.13580473455564668,0.05343027370945184,0.014909679068281972,0.004909110516562057,0.08466089000664741,0.09944057861993004,0.1043853079126985,0.025749887809572315,0.29716514447762205,0.0,0.26153846153846155,0.5259985379130642,0.043478260869565216,0.3636363636363637,0.75,6.0
AS14.01,2014-04-03,0.08696754948328123,0.2,0.38461538461538464,0.5368421052631579,0.05757045633285712,0.6968607033175596,0.03599654345742466,0.05770476813331881,0.0,0.0,0.0493395277427873,0.10488467540822843,0.0018090434348655246,0.0,0.0809576076816975,0.0,0.12903225806451613,0.5911438771900728,0.0,0.4017857142857143,0.5,0.08696754948328128,0.2,0.38461538461538464,0.5368421052631576,0.05757045633285712,0.6968607033175597,0.03599654345742465,0.05770476813331884,2.186874955932657e-18,4.2697009731183967e-19,0.049339527742787284,0.10488467540822843,0.0018090434348655036,0.0,0.08095760768169752,0.0,0.12903225806451613,0.5911438771900727,0.0,0.4017857142857143,0.5,0.15413834327557768,0.4476190476190477,0.4761904761904761,0.4822335025380697,0.14406189983441098,0.6417195633230858,0.0650399648188246,0.1355211447634567,2.0713884508457818e-18,0.0026091913459085673,0.13969548339948484,0.21834536305331734,0.001664308707024354,0.0,0.20542100797356896,0.0,0.16326530612244894,0.9012208788159284,0.0,0.3991031390134529,0.4545454545454545,0.19624970797047325,0.5172413793103448,0.4761904761904762,0.4635761589403961,0.1728528032658524,0.6793934464522171,0.08734177233276562,0.31521211739941873,0.016388406797983274,0.005150709566441221,0.14892952650314029,0.3814161525512349,0.14248957801026232,0.0,0.3207382485454421,0.0,0.16666666666666666,0.8695127219657078,0.0,0.3963963963963964,0.4,0.1804217351512628,0.4942528735632184,0.44360902255639095,0.4831261101243338,0.2143940131425688,0.627547509594597,0.11901016292916508,0.2981829653120467,0.01980168602820288,0.0050604991278360425,0.13876967147858266,0.42538285179636,0.15324517715360875,0.008060454786875408,0.28651479960183523,0.0,0.25862068965517243,0.8935366394997531,0.0,0.3936651583710407,0.3,0.17094920815294887,0.4528795811518325,0.4516129032258063,0.4970059880239516,0.22151237136167728,0.5837114681509891,0.1439833554219427,0.2825924205393351,0.014999122873650576,0.0049203574168033455,0.12956729249216636,0.3799533044031849,0.1339394458052761,0.025749887809572315,0.288316219692142,0.0,0.2307692307692308,0.8529677496633201,0.0,0.3909090909090909,0.5,6.2
AS14.01,2014-04-04,0.22376524565793665,0.55,0.5076923076923077,0.5052631578947369,0.04855259825338719,0.2645733099039906,0.04299744738421229,0.0,0.0,0.0,0.04078165629331442,0.06937012586629236,0.015001825918486297,0.0,0.05700324145806259,0.0,0.06451612903225806,0.3419339049955164,0.05882352941176471,0.4107142857142857,0.6666666666666666,0.22376524565793665,0.55,0.5076923076923078,0.5052631578947366,0.04855259825338719,0.2645733099039907,0.04299744738421229,3.227040728482089e-17,2.186874955932657e-18,4.2697009731183967e-19,0.04078165629331442,0.06937012586629236,0.015001825918486271,0.0,0.05700324145806261,0.0,0.06451612903225806,0.34193390499551624,0.05882352941176471,0.4107142857142857,0.6666666666666666,0.17939996822156834,0.42857142857142855,0.4285714285714285,0.4517766497461914,0.10385823804221866,0.5984982283052801,0.07001848096938641,0.03188570434305426,2.0713884508457818e-18,4.097969644551785e-19,0.07224826287440471,0.17381430985814594,0.015465895234025844,0.0,0.12206830736550844,0.0,0.12244897959183673,0.7119765637029709,0.04166666666666666,0.4080717488789238,0.6363636363636364,0.20225229914980872,0.5172413793103448,0.5281385281385281,0.4768211920529788,0.186364792691638,0.6642014211259223,0.09959628848120257,0.11714597266542147,1.984257270947718e-18,0.002548498391095091,0.15837717437672724,0.2844838599153188,0.015465895234025848,0.0,0.2009919133416624,0.0,0.1851851851851852,0.7999552609085763,0.03333333333333333,0.40540540540540543,0.6,0.2102267063028908,0.5114942528735632,0.4210526315789473,0.41918294849023097,0.1934695522735911,0.6303992691092203,0.11432365434899867,0.28471056796988564,0.016257401903162008,0.0050604991278360425,0.12765137056600295,0.4494997673366949,0.15112497591159588,0.0,0.2678392695735747,0.0,0.1896551724137931,0.9002916219857252,0.02564102564102564,0.4027149321266969,0.5,0.20503230894896424,0.5078534031413613,0.4159592529711373,0.4386227544910176,0.2534739656957847,0.6553483641948323,0.1441808551988507,0.2825924205393351,0.014999122873650576,0.0049203574168033455,0.14049197078973252,0.4354224899671082,0.1456035801235975,0.007875512587241675,0.3085138614684334,0.0,0.26153846153846155,0.9407997721716759,0.021739130434782608,0.4,0.4166666666666667,6.8
AS14.01,2014-04-05,0.21018805085171374,0.4,0.5692307692307692,0.5999999999999999,0.3759358258135743,0.09100013712217847,0.002125041860700666,0.0,0.0,0.0,0.0187144762758439,0.012077375566949966,0.01781787382694692,0.0,0.052690746828748435,0.0,0.0,0.09226663661097358,0.0,0.4196428571428572,0.8333333333333334,0.2101880508517138,0.4,0.5692307692307692,0.5999999999999995,0.3759358258135743,0.0910001371221786,0.002125041860700664,3.227040728482089e-17,2.186874955932657e-18,4.2697009731183967e-19,0.018714476275843904,0.01207737556694997,0.0178178738269469,0.0,0.052690746828748455,0.0,0.0,0.0922666366109734,0.0,0.4196428571428572,0.8333333333333334,0.2505406858265324,0.5428571428571428,0.5357142857142857,0.492385786802029,0.4154292388661348,0.22134652524356266,0.03999555055801776,0.0,2.0713884508457818e-18,4.097969644551785e-19,0.047696801499468144,0.08124161370444456,0.030193919612720707,0.0,0.09705767659329306,0.0,0.040816326530612235,0.33131279671759417,0.04166666666666666,0.4170403587443946,0.8181818181818182,0.21468954988930192,0.4413793103448275,0.5194805194805194,0.4966887417218528,0.4589324996668113,0.5396074267889358,0.06942361170613377,0.027562354611959904,1.984257270947718e-18,4.002645901103921e-19,0.08015932786825923,0.1838856327123674,0.031858228319745066,0.0,0.13251578015963966,0.0,0.1111111111111111,0.5385529865526778,0.03333333333333333,0.4144144144144144,0.8,0.2105232818816039,0.4597701149425287,0.4887218045112781,0.4618117229129664,0.4806492792804081,0.5498156015559601,0.09339556980819376,0.10581032445111947,1.968395606157286e-18,0.0025038635393955944,0.12279740633970837,0.2961551405212917,0.03080515780698325,0.0,0.17660919211450668,0.0,0.1724137931034483,0.7280674373689833,0.02564102564102564,0.4117647058823529,0.7,0.22633385531996,0.4764397905759162,0.4159592529711373,0.41167664670658655,0.5060620765585322,0.5963138309345323,0.10938468272384658,0.26982442968041803,0.012314444760135318,0.0049203574168033455,0.12057413064490333,0.4068728218505995,0.14593999804960162,5.731534577588051e-18,0.28810328601573143,0.0,0.16923076923076924,0.8458102677517544,0.021739130434782608,0.4090909090909091,0.625,6.5
